"Chapter","Code","CodeLength","Description","DescriptionSource"
"20","W184","4","Other fall on same level: Street and highway","Edition5"
"20","W185","4","Other fall on same level: Trade and service area","Edition5"
"20","W186","4","Other fall on same level: Industrial and construction area","Edition5"
"20","W187","4","Other fall on same level: Farm","Edition5"
"20","W188","4","Other fall on same level: Other specified places","Edition5"
"20","W189","4","Other fall on same level: Unspecified place","Edition5"
"20","W19","3","Unspecified fall","Edition5"
"20","W190","4","Unspecified fall: Home","Edition5"
"20","W191","4","Unspecified fall: Residential institution","Edition5"
"20","W192","4","Unspecified fall: School, other institution and public administrative area","Edition5"
"20","W193","4","Unspecified fall: Sports and athletics area","Edition5"
"20","W194","4","Unspecified fall: Street and highway","Edition5"
"20","W195","4","Unspecified fall: Trade and service area","Edition5"
"20","W196","4","Unspecified fall: Industrial and construction area","Edition5"
"20","W197","4","Unspecified fall: Farm","Edition5"
"20","W198","4","Unspecified fall: Other specified places","Edition5"
"20","W199","4","Unspecified fall: Unspecified place","Edition5"
"20","W20","3","Struck by thrown, projected or falling object","Edition5"
"20","W200","4","Struck by thrown, projected or falling object: Home","Edition5"
"20","W201","4","Struck by thrown, projected or falling object: Residential institution","Edition5"
"20","W202","4","Struck by thrown, projected or falling object: School, other institution and public administrative area","Edition5"
"20","W203","4","Struck by thrown, projected or falling object: Sports and athletics area","Edition5"
"20","W204","4","Struck by thrown, projected or falling object: Street and highway","Edition5"
"20","W205","4","Struck by thrown, projected or falling object: Trade and service area","Edition5"
"20","W206","4","Struck by thrown, projected or falling object: Industrial and construction area","Edition5"
"20","W207","4","Struck by thrown, projected or falling object: Farm","Edition5"
"20","W208","4","Struck by thrown, projected or falling object: Other specified places","Edition5"
"20","W209","4","Struck by thrown, projected or falling object: Unspecified place","Edition5"
"20","W21","3","Striking against or struck by sports equipment","Edition5"
"20","W210","4","Striking against or struck by sports equipment: Home","Edition5"
"20","W211","4","Striking against or struck by sports equipment: Residential institution","Edition5"
"20","W212","4","Striking against or struck by sports equipment: School, other institution and public administrative area","Edition5"
"20","W213","4","Striking against or struck by sports equipment: Sports and athletics area","Edition5"
"20","W214","4","Striking against or struck by sports equipment: Street and highway","Edition5"
"20","W215","4","Striking against or struck by sports equipment: Trade and service area","Edition5"
"20","W216","4","Striking against or struck by sports equipment: Industrial and construction area","Edition5"
"20","W217","4","Striking against or struck by sports equipment: Farm","Edition5"
"20","W218","4","Striking against or struck by sports equipment: Other specified places","Edition5"
"20","W219","4","Striking against or struck by sports equipment: Unspecified place","Edition5"
"20","W22","3","Striking against or struck by other objects","Edition5"
"20","W220","4","Striking against or struck by other objects: Home","Edition5"
"20","W221","4","Striking against or struck by other objects: Residential institution","Edition5"
"20","W222","4","Striking against or struck by other objects: School, other institution and public administrative area","Edition5"
"20","W223","4","Striking against or struck by other objects: Sports and athletics area","Edition5"
"20","W224","4","Striking against or struck by other objects: Street and highway","Edition5"
"20","W225","4","Striking against or struck by other objects: Trade and service area","Edition5"
"20","W226","4","Striking against or struck by other objects: Industrial and construction area","Edition5"
"20","W227","4","Striking against or struck by other objects: Farm","Edition5"
"20","W228","4","Striking against or struck by other objects: Other specified places","Edition5"
"20","W229","4","Striking against or struck by other objects: Unspecified place","Edition5"
"20","W23","3","Caught, crushed, jammed or pinched in or between objects","Edition5"
"20","W230","4","Caught, crushed, jammed or pinched in or between objects: Home","Edition5"
"20","W231","4","Caught, crushed, jammed or pinched in or between objects: Residential institution","Edition5"
"20","W232","4","Caught, crushed, jammed or pinched in or between objects: School, other institution and public administrative area","Edition5"
"20","W233","4","Caught, crushed, jammed or pinched in or between objects: Sports and athletics area","Edition5"
"20","W234","4","Caught, crushed, jammed or pinched in or between objects: Street and highway","Edition5"
"20","W235","4","Caught, crushed, jammed or pinched in or between objects: Trade and service area","Edition5"
"20","W236","4","Caught, crushed, jammed or pinched in or between objects: Industrial and construction area","Edition5"
"20","W237","4","Caught, crushed, jammed or pinched in or between objects: Farm","Edition5"
"20","W238","4","Caught, crushed, jammed or pinched in or between objects: Other specified places","Edition5"
"20","W239","4","Caught, crushed, jammed or pinched in or between objects: Unspecified place","Edition5"
"20","W24","3","Contact with lifting and transmission devices, not elsewhere classified","Edition5"
"20","W240","4","Contact with lifting and transmission devices, not elsewhere classified: Home","Edition5"
"20","W241","4","Contact with lifting and transmission devices, not elsewhere classified: Residential institution","Edition5"
"20","W242","4","Contact with lifting and transmission devices, not elsewhere classified: School, other institution and public administrative area","Edition5"
"20","W243","4","Contact with lifting and transmission devices, not elsewhere classified: Sports and athletics area","Edition5"
"20","W244","4","Contact with lifting and transmission devices, not elsewhere classified: Street and highway","Edition5"
"20","W245","4","Contact with lifting and transmission devices, not elsewhere classified: Trade and service area","Edition5"
"20","W246","4","Contact with lifting and transmission devices, not elsewhere classified: Industrial and construction area","Edition5"
"20","W247","4","Contact with lifting and transmission devices, not elsewhere classified: Farm","Edition5"
"20","W248","4","Contact with lifting and transmission devices, not elsewhere classified: Other specified places","Edition5"
"20","W249","4","Contact with lifting and transmission devices, not elsewhere classified: Unspecified place","Edition5"
"20","W25","3","Contact with sharp glass","Edition5"
"20","W250","4","Contact with sharp glass: Home","Edition5"
"20","W251","4","Contact with sharp glass: Residential institution","Edition5"
"20","W252","4","Contact with sharp glass: School, other institution and public administrative area","Edition5"
"20","W253","4","Contact with sharp glass: Sports and athletics area","Edition5"
"20","W254","4","Contact with sharp glass: Street and highway","Edition5"
"20","W255","4","Contact with sharp glass: Trade and service area","Edition5"
"20","W256","4","Contact with sharp glass: Industrial and construction area","Edition5"
"20","W257","4","Contact with sharp glass: Farm","Edition5"
"20","W258","4","Contact with sharp glass: Other specified places","Edition5"
"20","W259","4","Contact with sharp glass: Unspecified place","Edition5"
"20","W26","3","Contact with other sharp object(s)","Edition5"
"20","W260","4","Contact with other sharp object(s): Home","Edition5"
"20","W261","4","Contact with other sharp object(s): Residential institution","Edition5"
"20","W262","4","Contact with other sharp object(s): School, other institution and public administrative area","Edition5"
"20","W263","4","Contact with other sharp object(s): Sports and athletics area","Edition5"
"20","W264","4","Contact with other sharp object(s): Street and highway","Edition5"
"20","W265","4","Contact with other sharp object(s): Trade and service area","Edition5"
"20","W266","4","Contact with other sharp object(s): Industrial and construction area","Edition5"
"20","W267","4","Contact with other sharp object(s): Farm","Edition5"
"20","W268","4","Contact with other sharp object(s): Other specified places","Edition5"
"20","W269","4","Contact with other sharp object(s): Unspecified place","Edition5"
"20","W27","3","Contact with nonpowered hand tool","Edition5"
"20","W270","4","Contact with nonpowered hand tool: Home","Edition5"
"20","W271","4","Contact with nonpowered hand tool: Residential institution","Edition5"
"20","W272","4","Contact with nonpowered hand tool: School, other institution and public administrative area","Edition5"
"20","W273","4","Contact with nonpowered hand tool: Sports and athletics area","Edition5"
"20","W274","4","Contact with nonpowered hand tool: Street and highway","Edition5"
"20","W275","4","Contact with nonpowered hand tool: Trade and service area","Edition5"
"20","W276","4","Contact with nonpowered hand tool: Industrial and construction area","Edition5"
"20","W277","4","Contact with nonpowered hand tool: Farm","Edition5"
"20","W278","4","Contact with nonpowered hand tool: Other specified places","Edition5"
"20","W279","4","Contact with nonpowered hand tool: Unspecified place","Edition5"
"20","W28","3","Contact with powered lawnmower","Edition5"
"20","W280","4","Contact with powered lawnmower: Home","Edition5"
"20","W281","4","Contact with powered lawnmower: Residential institution","Edition5"
"20","W282","4","Contact with powered lawnmower: School, other institution and public administrative area","Edition5"
"20","W283","4","Contact with powered lawnmower: Sports and athletics area","Edition5"
"20","W284","4","Contact with powered lawnmower: Street and highway","Edition5"
"20","W285","4","Contact with powered lawnmower: Trade and service area","Edition5"
"20","W286","4","Contact with powered lawnmower: Industrial and construction area","Edition5"
"20","W287","4","Contact with powered lawnmower: Farm","Edition5"
"20","W288","4","Contact with powered lawnmower: Other specified places","Edition5"
"20","W289","4","Contact with powered lawnmower: Unspecified place","Edition5"
"20","W29","3","Contact with other powered hand tools and household machinery","Edition5"
"20","W290","4","Contact with other powered hand tools and household machinery: Home","Edition5"
"20","W291","4","Contact with other powered hand tools and household machinery: Residential institution","Edition5"
"20","W292","4","Contact with other powered hand tools and household machinery: School, other institution and public administrative area","Edition5"
"20","W293","4","Contact with other powered hand tools and household machinery: Sports and athletics area","Edition5"
"20","W294","4","Contact with other powered hand tools and household machinery: Street and highway","Edition5"
"20","W295","4","Contact with other powered hand tools and household machinery: Trade and service area","Edition5"
"20","W296","4","Contact with other powered hand tools and household machinery: Industrial and construction area","Edition5"
"20","W297","4","Contact with other powered hand tools and household machinery: Farm","Edition5"
"20","W298","4","Contact with other powered hand tools and household machinery: Other specified places","Edition5"
"20","W299","4","Contact with other powered hand tools and household machinery: Unspecified place","Edition5"
"20","W30","3","Contact with agricultural machinery","Edition5"
"20","W300","4","Contact with agricultural machinery: Home","Edition5"
"20","W301","4","Contact with agricultural machinery: Residential institution","Edition5"
"20","W302","4","Contact with agricultural machinery: School, other institution and public administrative area","Edition5"
"20","W303","4","Contact with agricultural machinery: Sports and athletics area","Edition5"
"20","W304","4","Contact with agricultural machinery: Street and highway","Edition5"
"20","W305","4","Contact with agricultural machinery: Trade and service area","Edition5"
"20","W306","4","Contact with agricultural machinery: Industrial and construction area","Edition5"
"20","W307","4","Contact with agricultural machinery: Farm","Edition5"
"20","W308","4","Contact with agricultural machinery: Other specified places","Edition5"
"20","W309","4","Contact with agricultural machinery: Unspecified place","Edition5"
"20","W31","3","Contact with other and unspecified machinery","Edition5"
"20","W310","4","Contact with other and unspecified machinery: Home","Edition5"
"20","W311","4","Contact with other and unspecified machinery: Residential institution","Edition5"
"20","W312","4","Contact with other and unspecified machinery: School, other institution and public administrative area","Edition5"
"20","W313","4","Contact with other and unspecified machinery: Sports and athletics area","Edition5"
"20","W314","4","Contact with other and unspecified machinery: Street and highway","Edition5"
"20","W315","4","Contact with other and unspecified machinery: Trade and service area","Edition5"
"20","W316","4","Contact with other and unspecified machinery: Industrial and construction area","Edition5"
"20","W317","4","Contact with other and unspecified machinery: Farm","Edition5"
"20","W318","4","Contact with other and unspecified machinery: Other specified places","Edition5"
"20","W319","4","Contact with other and unspecified machinery: Unspecified place","Edition5"
"20","W32","3","Handgun discharge","Edition5"
"20","W320","4","Handgun discharge: Home","Edition5"
"20","W321","4","Handgun discharge: Residential institution","Edition5"
"20","W322","4","Handgun discharge: School, other institution and public administrative area","Edition5"
"20","W323","4","Handgun discharge: Sports and athletics area","Edition5"
"20","W324","4","Handgun discharge: Street and highway","Edition5"
"20","W325","4","Handgun discharge: Trade and service area","Edition5"
"20","W326","4","Handgun discharge: Industrial and construction area","Edition5"
"20","W327","4","Handgun discharge: Farm","Edition5"
"20","W328","4","Handgun discharge: Other specified places","Edition5"
"20","W329","4","Handgun discharge: Unspecified place","Edition5"
"20","W33","3","Rifle, shotgun and larger firearm discharge","Edition5"
"20","W330","4","Rifle, shotgun and larger firearm discharge: Home","Edition5"
"20","W331","4","Rifle, shotgun and larger firearm discharge: Residential institution","Edition5"
"20","W332","4","Rifle, shotgun and larger firearm discharge: School, other institution and public administrative area","Edition5"
"20","W333","4","Rifle, shotgun and larger firearm discharge: Sports and athletics area","Edition5"
"20","W334","4","Rifle, shotgun and larger firearm discharge: Street and highway","Edition5"
"20","W335","4","Rifle, shotgun and larger firearm discharge: Trade and service area","Edition5"
"20","W336","4","Rifle, shotgun and larger firearm discharge: Industrial and construction area","Edition5"
"20","W337","4","Rifle, shotgun and larger firearm discharge: Farm","Edition5"
"20","W338","4","Rifle, shotgun and larger firearm discharge: Other specified places","Edition5"
"20","W339","4","Rifle, shotgun and larger firearm discharge: Unspecified place","Edition5"
"20","W34","3","Discharge from other and unspecified firearms","Edition5"
"20","W340","4","Discharge from other and unspecified firearms: Home","Edition5"
"20","W341","4","Discharge from other and unspecified firearms: Residential institution","Edition5"
"20","W342","4","Discharge from other and unspecified firearms: School, other institution and public administrative area","Edition5"
"20","W343","4","Discharge from other and unspecified firearms: Sports and athletics area","Edition5"
"20","W344","4","Discharge from other and unspecified firearms: Street and highway","Edition5"
"20","W345","4","Discharge from other and unspecified firearms: Trade and service area","Edition5"
"20","W346","4","Discharge from other and unspecified firearms: Industrial and construction area","Edition5"
"20","W347","4","Discharge from other and unspecified firearms: Farm","Edition5"
"20","W348","4","Discharge from other and unspecified firearms: Other specified places","Edition5"
"20","W349","4","Discharge from other and unspecified firearms: Unspecified place","Edition5"
"20","W35","3","Explosion and rupture of boiler","Edition5"
"20","W350","4","Explosion and rupture of boiler: Home","Edition5"
"20","W351","4","Explosion and rupture of boiler: Residential institution","Edition5"
"20","W352","4","Explosion and rupture of boiler: School, other institution and public administrative area","Edition5"
"20","W353","4","Explosion and rupture of boiler: Sports and athletics area","Edition5"
"20","W354","4","Explosion and rupture of boiler: Street and highway","Edition5"
"20","W355","4","Explosion and rupture of boiler: Trade and service area","Edition5"
"20","W356","4","Explosion and rupture of boiler: Industrial and construction area","Edition5"
"20","W357","4","Explosion and rupture of boiler: Farm","Edition5"
"20","W358","4","Explosion and rupture of boiler: Other specified places","Edition5"
"20","W359","4","Explosion and rupture of boiler: Unspecified place","Edition5"
"20","W36","3","Explosion and rupture of gas cylinder","Edition5"
"20","W360","4","Explosion and rupture of gas cylinder: Home","Edition5"
"20","W361","4","Explosion and rupture of gas cylinder: Residential institution","Edition5"
"20","W362","4","Explosion and rupture of gas cylinder: School, other institution and public administrative area","Edition5"
"20","W363","4","Explosion and rupture of gas cylinder: Sports and athletics area","Edition5"
"20","W364","4","Explosion and rupture of gas cylinder: Street and highway","Edition5"
"20","W365","4","Explosion and rupture of gas cylinder: Trade and service area","Edition5"
"20","W366","4","Explosion and rupture of gas cylinder: Industrial and construction area","Edition5"
"20","W367","4","Explosion and rupture of gas cylinder: Farm","Edition5"
"20","W368","4","Explosion and rupture of gas cylinder: Other specified places","Edition5"
"20","W369","4","Explosion and rupture of gas cylinder: Unspecified place","Edition5"
"20","W37","3","Explosion and rupture of pressurized tyre, pipe or hose","Edition5"
"20","W370","4","Explosion and rupture of pressurized tyre, pipe or hose: Home","Edition5"
"20","W371","4","Explosion and rupture of pressurized tyre, pipe or hose: Residential institution","Edition5"
"20","W372","4","Explosion and rupture of pressurized tyre, pipe or hose: School, other institution and public administrative area","Edition5"
"20","W373","4","Explosion and rupture of pressurized tyre, pipe or hose: Sports and athletics area","Edition5"
"20","W374","4","Explosion and rupture of pressurized tyre, pipe or hose: Street and highway","Edition5"
"20","W375","4","Explosion and rupture of pressurized tyre, pipe or hose: Trade and service area","Edition5"
"20","W376","4","Explosion and rupture of pressurized tyre, pipe or hose: Industrial and construction area","Edition5"
"20","W377","4","Explosion and rupture of pressurized tyre, pipe or hose: Farm","Edition5"
"20","W378","4","Explosion and rupture of pressurized tyre, pipe or hose: Other specified places","Edition5"
"20","W379","4","Explosion and rupture of pressurized tyre, pipe or hose: Unspecified place","Edition5"
"20","W38","3","Explosion and rupture of other specified pressurized devices","Edition5"
"20","W380","4","Explosion and rupture of other specified pressurized devices: Home","Edition5"
"20","W381","4","Explosion and rupture of other specified pressurized devices: Residential institution","Edition5"
"20","W382","4","Explosion and rupture of other specified pressurized devices: School, other institution and public administrative area","Edition5"
"20","W383","4","Explosion and rupture of other specified pressurized devices: Sports and athletics area","Edition5"
"20","W384","4","Explosion and rupture of other specified pressurized devices: Street and highway","Edition5"
"20","W385","4","Explosion and rupture of other specified pressurized devices: Trade and service area","Edition5"
"20","W386","4","Explosion and rupture of other specified pressurized devices: Industrial and construction area","Edition5"
"20","W387","4","Explosion and rupture of other specified pressurized devices: Farm","Edition5"
"20","W388","4","Explosion and rupture of other specified pressurized devices: Other specified places","Edition5"
"20","W389","4","Explosion and rupture of other specified pressurized devices: Unspecified place","Edition5"
"20","W39","3","Discharge of firework","Edition5"
"20","W390","4","Discharge of firework: Home","Edition5"
"20","W391","4","Discharge of firework: Residential institution","Edition5"
"20","W392","4","Discharge of firework: School, other institution and public administrative area","Edition5"
"20","W393","4","Discharge of firework: Sports and athletics area","Edition5"
"20","W394","4","Discharge of firework: Street and highway","Edition5"
"20","W395","4","Discharge of firework: Trade and service area","Edition5"
"20","W396","4","Discharge of firework: Industrial and construction area","Edition5"
"20","W397","4","Discharge of firework: Farm","Edition5"
"20","W398","4","Discharge of firework: Other specified places","Edition5"
"20","W399","4","Discharge of firework: Unspecified place","Edition5"
"20","W40","3","Explosion of other materials","Edition5"
"20","W400","4","Explosion of other materials: Home","Edition5"
"20","W401","4","Explosion of other materials: Residential institution","Edition5"
"20","W402","4","Explosion of other materials: School, other institution and public administrative area","Edition5"
"20","W403","4","Explosion of other materials: Sports and athletics area","Edition5"
"20","W404","4","Explosion of other materials: Street and highway","Edition5"
"20","W405","4","Explosion of other materials: Trade and service area","Edition5"
"20","W406","4","Explosion of other materials: Industrial and construction area","Edition5"
"20","W407","4","Explosion of other materials: Farm","Edition5"
"20","W408","4","Explosion of other materials: Other specified places","Edition5"
"20","W409","4","Explosion of other materials: Unspecified place","Edition5"
"20","W41","3","Exposure to high-pressure jet","Edition5"
"20","W410","4","Exposure to high-pressure jet: Home","Edition5"
"20","W411","4","Exposure to high-pressure jet: Residential institution","Edition5"
"20","W412","4","Exposure to high-pressure jet: School, other institution and public administrative area","Edition5"
"20","W413","4","Exposure to high-pressure jet: Sports and athletics area","Edition5"
"20","W414","4","Exposure to high-pressure jet: Street and highway","Edition5"
"20","W415","4","Exposure to high-pressure jet: Trade and service area","Edition5"
"20","W416","4","Exposure to high-pressure jet: Industrial and construction area","Edition5"
"20","W417","4","Exposure to high-pressure jet: Farm","Edition5"
"20","W418","4","Exposure to high-pressure jet: Other specified places","Edition5"
"20","W419","4","Exposure to high-pressure jet: Unspecified place","Edition5"
"20","W42","3","Exposure to noise","Edition5"
"20","W420","4","Exposure to noise: Home","Edition5"
"20","W421","4","Exposure to noise: Residential institution","Edition5"
"20","W422","4","Exposure to noise: School, other institution and public administrative area","Edition5"
"20","W423","4","Exposure to noise: Sports and athletics area","Edition5"
"20","W424","4","Exposure to noise: Street and highway","Edition5"
"20","W425","4","Exposure to noise: Trade and service area","Edition5"
"20","W426","4","Exposure to noise: Industrial and construction area","Edition5"
"20","W427","4","Exposure to noise: Farm","Edition5"
"20","W428","4","Exposure to noise: Other specified places","Edition5"
"20","W429","4","Exposure to noise: Unspecified place","Edition5"
"20","W43","3","Exposure to vibration","Edition5"
"20","W430","4","Exposure to vibration: Home","Edition5"
"20","W431","4","Exposure to vibration: Residential institution","Edition5"
"20","W432","4","Exposure to vibration: School, other institution and public administrative area","Edition5"
"20","W433","4","Exposure to vibration: Sports and athletics area","Edition5"
"20","W434","4","Exposure to vibration: Street and highway","Edition5"
"20","W435","4","Exposure to vibration: Trade and service area","Edition5"
"20","W436","4","Exposure to vibration: Industrial and construction area","Edition5"
"20","W437","4","Exposure to vibration: Farm","Edition5"
"20","W438","4","Exposure to vibration: Other specified places","Edition5"
"20","W439","4","Exposure to vibration: Unspecified place","Edition5"
"20","W44","3","Foreign body entering into or through eye or natural orifice","Edition5"
"20","W440","4","Foreign body entering into or through eye or natural orifice: Home","Edition5"
"20","W441","4","Foreign body entering into or through eye or natural orifice: Residential institution","Edition5"
"20","W442","4","Foreign body entering into or through eye or natural orifice: School, other institution and public administrative area","Edition5"
"20","W443","4","Foreign body entering into or through eye or natural orifice: Sports and athletics area","Edition5"
"20","W444","4","Foreign body entering into or through eye or natural orifice: Street and highway","Edition5"
"20","W445","4","Foreign body entering into or through eye or natural orifice: Trade and service area","Edition5"
"20","W446","4","Foreign body entering into or through eye or natural orifice: Industrial and construction area","Edition5"
"20","W447","4","Foreign body entering into or through eye or natural orifice: Farm","Edition5"
"20","W448","4","Foreign body entering into or through eye or natural orifice: Other specified places","Edition5"
"20","W449","4","Foreign body entering into or through eye or natural orifice: Unspecified place","Edition5"
"20","W45","3","Foreign body or object entering through skin","Edition5"
"20","W450","4","Foreign body or object entering through skin: Home","Edition5"
"20","W451","4","Foreign body or object entering through skin: Residential institution","Edition5"
"20","W452","4","Foreign body or object entering through skin: School, other institution and public administrative area","Edition5"
"20","W453","4","Foreign body or object entering through skin: Sports and athletics area","Edition5"
"20","W454","4","Foreign body or object entering through skin: Street and highway","Edition5"
"20","W455","4","Foreign body or object entering through skin: Trade and service area","Edition5"
"20","W456","4","Foreign body or object entering through skin: Industrial and construction area","Edition5"
"20","W457","4","Foreign body or object entering through skin: Farm","Edition5"
"20","W458","4","Foreign body or object entering through skin: Other specified places","Edition5"
"20","W459","4","Foreign body or object entering through skin: Unspecified place","Edition5"
"20","W46","3","Contact with hypodermic needle","Edition5"
"20","W460","4","Contact with hypodermic needle: Home","Edition5"
"20","W461","4","Contact with hypodermic needle: Residential institution","Edition5"
"20","W462","4","Contact with hypodermic needle: School, other institution and public administrative area","Edition5"
"20","W463","4","Contact with hypodermic needle: Sports and athletics area","Edition5"
"20","W464","4","Contact with hypodermic needle: Street and highway","Edition5"
"20","W465","4","Contact with hypodermic needle: Trade and service area","Edition5"
"20","W466","4","Contact with hypodermic needle: Industrial and construction area","Edition5"
"20","W467","4","Contact with hypodermic needle: Farm","Edition5"
"20","W468","4","Contact with hypodermic needle: Other specified places","Edition5"
"20","W469","4","Contact with hypodermic needle: Unspecified place","Edition5"
"20","W49","3","Exposure to other and unspecified inanimate mechanical forces","Edition5"
"20","W490","4","Exposure to other and unspecified inanimate mechanical forces: Home","Edition5"
"20","W491","4","Exposure to other and unspecified inanimate mechanical forces: Residential institution","Edition5"
"20","W492","4","Exposure to other and unspecified inanimate mechanical forces: School, other institution and public administrative area","Edition5"
"20","W493","4","Exposure to other and unspecified inanimate mechanical forces: Sports and athletics area","Edition5"
"20","W494","4","Exposure to other and unspecified inanimate mechanical forces: Street and highway","Edition5"
"20","W495","4","Exposure to other and unspecified inanimate mechanical forces: Trade and service area","Edition5"
"20","W496","4","Exposure to other and unspecified inanimate mechanical forces: Industrial and construction area","Edition5"
"20","W497","4","Exposure to other and unspecified inanimate mechanical forces: Farm","Edition5"
"20","W498","4","Exposure to other and unspecified inanimate mechanical forces: Other specified places","Edition5"
"20","W499","4","Exposure to other and unspecified inanimate mechanical forces: Unspecified place","Edition5"
"20","W50","3","Hit, struck, kicked, twisted, bitten or scratched by another person","Edition5"
"20","W500","4","Hit, struck, kicked, twisted, bitten or scratched by another person: Home","Edition5"
"20","W501","4","Hit, struck, kicked, twisted, bitten or scratched by another person: Residential institution","Edition5"
"20","W502","4","Hit, struck, kicked, twisted, bitten or scratched by another person: School, other institution and public administrative area","Edition5"
"20","W503","4","Hit, struck, kicked, twisted, bitten or scratched by another person: Sports and athletics area","Edition5"
"20","W504","4","Hit, struck, kicked, twisted, bitten or scratched by another person: Street and highway","Edition5"
"20","W505","4","Hit, struck, kicked, twisted, bitten or scratched by another person: Trade and service area","Edition5"
"20","W506","4","Hit, struck, kicked, twisted, bitten or scratched by another person: Industrial and construction area","Edition5"
"20","W507","4","Hit, struck, kicked, twisted, bitten or scratched by another person: Farm","Edition5"
"20","W508","4","Hit, struck, kicked, twisted, bitten or scratched by another person: Other specified places","Edition5"
"20","W509","4","Hit, struck, kicked, twisted, bitten or scratched by another person: Unspecified place","Edition5"
"20","W51","3","Striking against or bumped into by another person","Edition5"
"20","W510","4","Striking against or bumped into by another person: Home","Edition5"
"20","W511","4","Striking against or bumped into by another person: Residential institution","Edition5"
"20","W512","4","Striking against or bumped into by another person: School, other institution and public administrative area","Edition5"
"20","W513","4","Striking against or bumped into by another person: Sports and athletics area","Edition5"
"20","W514","4","Striking against or bumped into by another person: Street and highway","Edition5"
"20","W515","4","Striking against or bumped into by another person: Trade and service area","Edition5"
"20","W516","4","Striking against or bumped into by another person: Industrial and construction area","Edition5"
"20","W517","4","Striking against or bumped into by another person: Farm","Edition5"
"20","W518","4","Striking against or bumped into by another person: Other specified places","Edition5"
"20","W519","4","Striking against or bumped into by another person: Unspecified place","Edition5"
"20","W52","3","Crushed, pushed or stepped on by crowd or human stampede","Edition5"
"20","W520","4","Crushed, pushed or stepped on by crowd or human stampede: Home","Edition5"
"20","W521","4","Crushed, pushed or stepped on by crowd or human stampede: Residential institution","Edition5"
"20","W522","4","Crushed, pushed or stepped on by crowd or human stampede: School, other institution and public administrative area","Edition5"
"20","W523","4","Crushed, pushed or stepped on by crowd or human stampede: Sports and athletics area","Edition5"
"20","W524","4","Crushed, pushed or stepped on by crowd or human stampede: Street and highway","Edition5"
"20","W525","4","Crushed, pushed or stepped on by crowd or human stampede: Trade and service area","Edition5"
"20","W526","4","Crushed, pushed or stepped on by crowd or human stampede: Industrial and construction area","Edition5"
"20","W527","4","Crushed, pushed or stepped on by crowd or human stampede: Farm","Edition5"
"20","W528","4","Crushed, pushed or stepped on by crowd or human stampede: Other specified places","Edition5"
"20","W529","4","Crushed, pushed or stepped on by crowd or human stampede: Unspecified place","Edition5"
"20","W53","3","Bitten by rat","Edition5"
"20","W530","4","Bitten by rat: Home","Edition5"
"20","W531","4","Bitten by rat: Residential institution","Edition5"
"20","W532","4","Bitten by rat: School, other institution and public administrative area","Edition5"
"20","W533","4","Bitten by rat: Sports and athletics area","Edition5"
"20","W534","4","Bitten by rat: Street and highway","Edition5"
"20","W535","4","Bitten by rat: Trade and service area","Edition5"
"20","W536","4","Bitten by rat: Industrial and construction area","Edition5"
"20","W537","4","Bitten by rat: Farm","Edition5"
"20","W538","4","Bitten by rat: Other specified places","Edition5"
"20","W539","4","Bitten by rat: Unspecified place","Edition5"
"20","W54","3","Bitten or struck by dog","Edition5"
"20","W540","4","Bitten or struck by dog: Home","Edition5"
"20","W541","4","Bitten or struck by dog: Residential institution","Edition5"
"20","W542","4","Bitten or struck by dog: School, other institution and public administrative area","Edition5"
"20","W543","4","Bitten or struck by dog: Sports and athletics area","Edition5"
"20","W544","4","Bitten or struck by dog: Street and highway","Edition5"
"20","W545","4","Bitten or struck by dog: Trade and service area","Edition5"
"20","W546","4","Bitten or struck by dog: Industrial and construction area","Edition5"
"20","W547","4","Bitten or struck by dog: Farm","Edition5"
"20","W548","4","Bitten or struck by dog: Other specified places","Edition5"
"20","W549","4","Bitten or struck by dog: Unspecified place","Edition5"
"20","W55","3","Bitten or struck by other mammals","Edition5"
"20","W550","4","Bitten or struck by other mammals: Home","Edition5"
"20","W551","4","Bitten or struck by other mammals: Residential institution","Edition5"
"20","W552","4","Bitten or struck by other mammals: School, other institution and public administrative area","Edition5"
"20","W553","4","Bitten or struck by other mammals: Sports and athletics area","Edition5"
"20","W554","4","Bitten or struck by other mammals: Street and highway","Edition5"
"20","W555","4","Bitten or struck by other mammals: Trade and service area","Edition5"
"20","W556","4","Bitten or struck by other mammals: Industrial and construction area","Edition5"
"20","W557","4","Bitten or struck by other mammals: Farm","Edition5"
"20","W558","4","Bitten or struck by other mammals: Other specified places","Edition5"
"20","W559","4","Bitten or struck by other mammals: Unspecified place","Edition5"
"20","W56","3","Contact with marine animal","Edition5"
"20","W560","4","Contact with marine animal: Home","Edition5"
"20","W561","4","Contact with marine animal: Residential institution","Edition5"
"20","W562","4","Contact with marine animal: School, other institution and public administrative area","Edition5"
"20","W563","4","Contact with marine animal: Sports and athletics area","Edition5"
"20","W564","4","Contact with marine animal: Street and highway","Edition5"
"20","W565","4","Contact with marine animal: Trade and service area","Edition5"
"20","W566","4","Contact with marine animal: Industrial and construction area","Edition5"
"20","W567","4","Contact with marine animal: Farm","Edition5"
"20","W568","4","Contact with marine animal: Other specified places","Edition5"
"20","W569","4","Contact with marine animal: Unspecified place","Edition5"
"20","W57","3","Bitten or stung by nonvenomous insect and other nonvenomous arthropods","Edition5"
"20","W570","4","Bitten or stung by nonvenomous insect and other nonvenomous arthropods: Home","Edition5"
